image,label,class_id,class_name,source_dataset,source_url,source_version,license,original_id,original_class,group_id,split,sha256,bbox_count,width,height,reviewed
dataset_rural/images/test/jaguar_00eb04a6-92d5-11e9-a4df-000d3a74c7de.jpg,dataset_rural/labels/test/jaguar_00eb04a6-92d5-11e9-a4df-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0159/1345.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),00eb04a6-92d5-11e9-a4df-000d3a74c7de,panthera onca,seq:bol-017-d0066-8,test,3a8212ec978acf4776371d2728e6cca0440dcad62291e1a1417753e91aaf6cbd,1,1920,1080,false
dataset_rural/images/train/jaguar_00eb2bce-92d5-11e9-b73c-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_00eb2bce-92d5-11e9-b73c-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0159/1349.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),00eb2bce-92d5-11e9-b73c-000d3a74c7de,panthera onca,seq:bol-017-d0067-8,train,1ca68cfdffbf86e50d617c96bb17b34a1089f73fbeb1a7a342b3626b7556d0da,1,1920,1080,false
dataset_rural/images/train/jaguar_019e0e7e-92d5-11e9-b15c-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_019e0e7e-92d5-11e9-b15c-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0161/1144.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),019e0e7e-92d5-11e9-b15c-000d3a74c7de,panthera onca,seq:bol-017-d0063-19,train,f5db4404d4f5d1dbd710b88089d1452e6eea74ace4aed771c7c9bb4dc9e0e4be,1,2048,1536,false
dataset_rural/images/train/jaguar_020afdf0-92d5-11e9-9b00-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_020afdf0-92d5-11e9-9b00-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0162/1473.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),020afdf0-92d5-11e9-9b00-000d3a74c7de,panthera onca,seq:bol-017-d0081-18,train,7bda5c405375e40f455b825006a836696c2721bbd01c59b922a9daa1d17fdd5a,1,2048,1536,false
dataset_rural/images/train/jaguar_02f3f4ba-92d5-11e9-bd94-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_02f3f4ba-92d5-11e9-bd94-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0165/0478.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),02f3f4ba-92d5-11e9-bd94-000d3a74c7de,panthera onca,seq:bol-017-d0080-24,train,d9ffa878ebeaba713a9db5f1946ba4bc356e77fa254f149e574ca02cca22071a,1,2048,1536,false
dataset_rural/images/train/jaguar_03d63e86-92d5-11e9-bdf9-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_03d63e86-92d5-11e9-bdf9-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0167/1303.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),03d63e86-92d5-11e9-bdf9-000d3a74c7de,panthera onca,seq:bol-017-d0057-11,train,83e3b83e15cc37a8ccc5d9e61a481546263e8ff51892d4122c8ed693823e0d8a,1,2048,1536,false
dataset_rural/images/train/jaguar_03d6b395-92d5-11e9-be25-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_03d6b395-92d5-11e9-be25-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0167/1316.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),03d6b395-92d5-11e9-be25-000d3a74c7de,panthera onca,seq:bol-017-d0058-12,train,a0cc8710411021e34c3fc0faf0a62875ee265ef8d620f78401b9de843b554f04,1,1920,1080,false
dataset_rural/images/train/jaguar_041c6f15-92d5-11e9-a42a-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_041c6f15-92d5-11e9-a42a-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0168/0783.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),041c6f15-92d5-11e9-a42a-000d3a74c7de,panthera onca,seq:bol-017-d0066-20,train,534264926510408d5fe5deaf0f24792afe11b3f7ae2f4a381b96e1d99fee71fd,1,1920,1080,false
dataset_rural/images/train/jaguar_041c963e-92d5-11e9-804e-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_041c963e-92d5-11e9-804e-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0168/0788.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),041c963e-92d5-11e9-804e-000d3a74c7de,panthera onca,seq:bol-017-d0066-20,train,71063cd4789f2349c06145cf561f05efa7d238a70b9edc7b263cfd418ba781e7,1,1920,1080,false
dataset_rural/images/train/jaguar_04896178-92d5-11e9-bc0f-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_04896178-92d5-11e9-bc0f-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0169/1094.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),04896178-92d5-11e9-bc0f-000d3a74c7de,panthera onca,seq:bol-017-d0049-22,train,5ddcfcb739d53c3817e1a473a95e246a59eb88e7c02cb1405e154293be790aa0,1,2048,1536,false
dataset_rural/images/train/jaguar_0489af93-92d5-11e9-886e-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_0489af93-92d5-11e9-886e-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0169/1100.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),0489af93-92d5-11e9-886e-000d3a74c7de,panthera onca,seq:bol-017-d0050-30,train,87e5456b4f273171e0e2420a3a65ad2e4a0fc3bf2ee8ad1c52c3d3828702f243,1,2048,1536,false
dataset_rural/images/train/jaguar_04e0a960-92d5-11e9-9aee-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_04e0a960-92d5-11e9-9aee-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0170/0918.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),04e0a960-92d5-11e9-9aee-000d3a74c7de,panthera onca,seq:bol-017-d0063-28,train,9ca1e83c56538c06b0603e8775b76cad2c5200f9396a10599344b9b17bef7b1e,1,2048,1536,false
dataset_rural/images/train/jaguar_04e90de6-92d5-11e9-8ec8-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_04e90de6-92d5-11e9-8ec8-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0170/1079.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),04e90de6-92d5-11e9-8ec8-000d3a74c7de,panthera onca,seq:bol-017-d0077-50,train,b16f0214a9b58d62be4e876f1e6c1e97206b623d66d230955623b5faf4fed1e2,1,2048,1536,false
dataset_rural/images/train/jaguar_064b35da-92d5-11e9-b42c-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_064b35da-92d5-11e9-b42c-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0705.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),064b35da-92d5-11e9-b42c-000d3a74c7de,panthera onca,seq:bol-017-d0057-16,train,b9b1f2624faa1abd5cf8135c99b6c2fb3ea0de26a1265aad54ce0c9c4ee10a41,2,2048,1536,false
dataset_rural/images/train/jaguar_064c477c-92d5-11e9-b483-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_064c477c-92d5-11e9-b483-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0729.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),064c477c-92d5-11e9-b483-000d3a74c7de,panthera onca,seq:bol-017-d0057-17,train,95bb2beddb3b2a3a06f06c367a968c502e5a9a2abe8e9bd0b2d758e70b842294,1,2048,1536,false
dataset_rural/images/train/jaguar_064e911c-92d5-11e9-b926-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_064e911c-92d5-11e9-b926-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0781.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),064e911c-92d5-11e9-b926-000d3a74c7de,panthera onca,seq:bol-017-d0058-18,train,e007d5056853faab98d8c4c4677f8c29516b7ea6c6e7c4836fef650975202e49,2,1920,1080,false
dataset_rural/images/train/jaguar_064eb849-92d5-11e9-bbdf-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_064eb849-92d5-11e9-bbdf-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0785.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),064eb849-92d5-11e9-bbdf-000d3a74c7de,panthera onca,seq:bol-017-d0058-18,train,990e0325cb62934303a037f6ac6b89cd41a85e189c2c8304f1fe64606caabcf6,2,1920,1080,false
dataset_rural/images/train/jaguar_064f2d5e-92d5-11e9-a89d-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_064f2d5e-92d5-11e9-a89d-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0795.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),064f2d5e-92d5-11e9-a89d-000d3a74c7de,panthera onca,seq:bol-017-d0057-19,train,cfd9b6db71df0cf7e7fe8657f3257d827377e9eef7a238dcfb30b00397e0258e,3,2048,1536,false
dataset_rural/images/train/jaguar_06503f2b-92d5-11e9-8f62-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_06503f2b-92d5-11e9-8f62-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0820.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),06503f2b-92d5-11e9-8f62-000d3a74c7de,panthera onca,seq:bol-017-d0057-20,train,7aa9ba680cc1e2467092197b9e8514d695c0fda8757931e534eeb6aa2915f7db,1,2048,1536,false
dataset_rural/images/train/jaguar_065065f0-92d5-11e9-893f-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_065065f0-92d5-11e9-893f-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0823.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),065065f0-92d5-11e9-893f-000d3a74c7de,panthera onca,seq:bol-017-d0057-20,train,83a53d75dc24bcdc4312c3ef8e6024a7c48ddfcb93f2fda7669aad4b21b6942b,1,2048,1536,false
dataset_rural/images/train/jaguar_0650db5a-92d5-11e9-ae3e-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_0650db5a-92d5-11e9-ae3e-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0833.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),0650db5a-92d5-11e9-ae3e-000d3a74c7de,panthera onca,seq:bol-017-d0058-21,train,d1f6e4dd7312a61f278bea39b5479423071f523b9e090061296e1c4bb6528dda,1,1920,1080,false
dataset_rural/images/train/jaguar_06519e5a-92d5-11e9-84f1-000d3a74c7de.jpg,dataset_rural/labels/train/jaguar_06519e5a-92d5-11e9-84f1-000d3a74c7de.txt,2,jaguar,WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0174/0849.jpg,LILA 2022-02-05 species bbox export,Community Data License Agreement (permissive variant),06519e5a-92d5-11e9-84f1-000d3a74c7de,panthera onca,seq:bol-017-d0057-22,train,5ec0b15bd9de4f67b5b121f3d9095e326c5629a3c13e8313b3718481ffd99fd0,2,2048,1536,false
